INFO 2024-11-20 00:40:17,015 autoreload Watching for file changes with StatReloader
INFO 2024-11-20 00:54:40,420 basehttp "GET /static/css/style.css HTTP/1.1" 200 13951
INFO 2024-11-20 00:54:40,426 basehttp "GET /static/img/decrees.png HTTP/1.1" 200 15258
INFO 2024-11-20 00:54:40,427 basehttp "GET /static/img/internal-mail.png HTTP/1.1" 200 12268
INFO 2024-11-20 00:54:40,427 basehttp "GET /static/img/incoming-mail.png HTTP/1.1" 200 27510
INFO 2024-11-20 00:54:40,428 basehttp "GET /static/img/outgoing-mail.png HTTP/1.1" 200 27599
INFO 2024-11-20 00:54:40,429 basehttp "GET /static/css/bootstrap.rtl.css HTTP/1.1" 200 280259
INFO 2024-11-20 00:54:40,439 basehttp "GET /static/pdfjs/build/pdf.mjs HTTP/1.1" 200 628531
INFO 2024-11-20 00:54:40,439 basehttp "GET /static/js/details.js HTTP/1.1" 200 4345
INFO 2024-11-20 00:54:40,440 basehttp "GET /static/css/flatpickr.css HTTP/1.1" 200 20981
INFO 2024-11-20 00:54:40,441 basehttp "GET /static/img/settings.png HTTP/1.1" 200 21053
INFO 2024-11-20 00:54:40,442 basehttp "GET /static/js/flatpickr.js HTTP/1.1" 200 89905
WARNING 2024-11-20 00:54:40,449 basehttp "GET /static/js/pdf.js HTTP/1.1" 404 1841
INFO 2024-11-20 00:54:40,450 basehttp "GET /static/js/bootstrap.bundle.js HTTP/1.1" 200 207819
INFO 2024-11-20 00:54:40,491 basehttp "GET /static/fonts/Shabwa-Bold.ttf HTTP/1.1" 200 49452
INFO 2024-11-20 00:54:40,491 basehttp "GET /static/fonts/Shabwa-Medium.ttf HTTP/1.1" 200 51776
INFO 2024-11-20 00:54:40,492 basehttp "GET /static/fonts/Shabwa.ttf HTTP/1.1" 200 51148
INFO 2024-11-20 00:54:40,533 basehttp "GET /add/incoming/ HTTP/1.1" 200 7584
INFO 2024-11-20 00:54:40,591 basehttp "GET /static/css/style.css HTTP/1.1" 200 13951
INFO 2024-11-20 00:54:40,591 basehttp "GET /static/img/outgoing-mail.png HTTP/1.1" 200 27599
INFO 2024-11-20 00:54:40,592 basehttp "GET /static/img/incoming-mail.png HTTP/1.1" 200 27510
INFO 2024-11-20 00:54:40,594 basehttp "GET /static/css/bootstrap.rtl.css HTTP/1.1" 200 280259
INFO 2024-11-20 00:54:40,637 basehttp "GET /static/img/internal-mail.png HTTP/1.1" 200 12268
INFO 2024-11-20 00:54:40,637 basehttp "GET /static/img/decrees.png HTTP/1.1" 200 15258
INFO 2024-11-20 00:54:40,670 basehttp "GET /static/img/settings.png HTTP/1.1" 200 21053
INFO 2024-11-20 00:54:40,671 basehttp "GET /static/css/flatpickr.css HTTP/1.1" 200 20981
INFO 2024-11-20 00:54:40,680 basehttp "GET /add/incoming/ HTTP/1.1" 200 7584
INFO 2024-11-20 00:54:40,680 basehttp "GET /static/js/flatpickr.js HTTP/1.1" 200 89905
INFO 2024-11-20 00:54:40,681 basehttp "GET /static/fonts/Shabwa.ttf HTTP/1.1" 200 51148
WARNING 2024-11-20 00:54:40,694 basehttp "GET /static/js/pdf.js HTTP/1.1" 404 1841
INFO 2024-11-20 00:54:40,694 basehttp "GET /static/fonts/Shabwa-Bold.ttf HTTP/1.1" 200 49452
INFO 2024-11-20 00:54:40,695 basehttp "GET /static/js/details.js HTTP/1.1" 200 4345
INFO 2024-11-20 00:54:40,695 basehttp "GET /static/fonts/Shabwa-Medium.ttf HTTP/1.1" 200 51776
INFO 2024-11-20 00:54:40,697 basehttp "GET /static/js/bootstrap.bundle.js HTTP/1.1" 200 207819
INFO 2024-11-20 00:54:40,702 basehttp "GET /static/pdfjs/build/pdf.mjs HTTP/1.1" 200 628531
INFO 2024-11-20 00:54:40,759 basehttp "GET /static/css/style.css HTTP/1.1" 200 13951
INFO 2024-11-20 00:54:40,760 basehttp "GET /static/img/internal-mail.png HTTP/1.1" 200 12268
INFO 2024-11-20 00:54:40,761 basehttp "GET /static/img/outgoing-mail.png HTTP/1.1" 200 27599
INFO 2024-11-20 00:54:40,762 basehttp "GET /static/img/incoming-mail.png HTTP/1.1" 200 27510
INFO 2024-11-20 00:54:40,763 basehttp "GET /static/img/decrees.png HTTP/1.1" 200 15258
INFO 2024-11-20 00:54:40,765 basehttp "GET /static/css/bootstrap.rtl.css HTTP/1.1" 200 280259
INFO 2024-11-20 00:54:40,768 basehttp "GET /static/css/flatpickr.css HTTP/1.1" 200 20981
INFO 2024-11-20 00:54:40,769 basehttp "GET /static/img/settings.png HTTP/1.1" 200 21053
INFO 2024-11-20 00:54:40,774 basehttp "GET /static/js/details.js HTTP/1.1" 200 4345
INFO 2024-11-20 00:54:40,776 basehttp "GET /static/js/flatpickr.js HTTP/1.1" 200 89905
WARNING 2024-11-20 00:54:40,784 basehttp "GET /static/js/pdf.js HTTP/1.1" 404 1841
INFO 2024-11-20 00:54:40,785 basehttp "GET /static/pdfjs/build/pdf.mjs HTTP/1.1" 200 628531
INFO 2024-11-20 00:54:40,785 basehttp "GET /static/js/bootstrap.bundle.js HTTP/1.1" 200 207819
INFO 2024-11-20 00:54:40,795 basehttp "GET /static/fonts/Shabwa-Medium.ttf HTTP/1.1" 200 51776
INFO 2024-11-20 00:54:40,796 basehttp "GET /static/fonts/Shabwa.ttf HTTP/1.1" 200 51148
INFO 2024-11-20 00:54:40,796 basehttp "GET /static/fonts/Shabwa-Bold.ttf HTTP/1.1" 200 49452
INFO 2024-11-20 00:54:40,842 basehttp "GET /add/incoming/ HTTP/1.1" 200 7584
INFO 2024-11-20 00:54:40,887 basehttp "GET /static/css/bootstrap.rtl.css HTTP/1.1" 200 280259
INFO 2024-11-20 00:54:40,894 basehttp "GET /static/css/style.css HTTP/1.1" 200 13951
INFO 2024-11-20 00:54:40,894 basehttp "GET /static/img/internal-mail.png HTTP/1.1" 200 12268
INFO 2024-11-20 00:54:40,896 basehttp "GET /static/img/outgoing-mail.png HTTP/1.1" 200 27599
INFO 2024-11-20 00:54:40,897 basehttp "GET /static/img/decrees.png HTTP/1.1" 200 15258
INFO 2024-11-20 00:54:40,898 basehttp "GET /static/img/incoming-mail.png HTTP/1.1" 200 27510
INFO 2024-11-20 00:54:40,899 basehttp "GET /static/img/settings.png HTTP/1.1" 200 21053
INFO 2024-11-20 00:54:40,902 basehttp "GET /static/css/flatpickr.css HTTP/1.1" 200 20981
INFO 2024-11-20 00:54:40,908 basehttp "GET /static/js/details.js HTTP/1.1" 200 4345
WARNING 2024-11-20 00:54:40,916 basehttp "GET /static/js/pdf.js HTTP/1.1" 404 1841
INFO 2024-11-20 00:54:40,919 basehttp "GET /static/js/bootstrap.bundle.js HTTP/1.1" 200 207819
INFO 2024-11-20 00:54:40,920 basehttp "GET /static/js/flatpickr.js HTTP/1.1" 200 89905
INFO 2024-11-20 00:54:40,921 basehttp "GET /static/fonts/Shabwa.ttf HTTP/1.1" 200 51148
INFO 2024-11-20 00:54:40,921 basehttp "GET /static/fonts/Shabwa-Medium.ttf HTTP/1.1" 200 51776
INFO 2024-11-20 00:54:40,925 basehttp "GET /static/fonts/Shabwa-Bold.ttf HTTP/1.1" 200 49452
INFO 2024-11-20 00:54:40,928 basehttp "GET /static/pdfjs/build/pdf.mjs HTTP/1.1" 200 628531
WARNING 2024-11-20 00:54:40,988 log Not Found: /favicon.ico
WARNING 2024-11-20 00:54:40,988 basehttp "GET /favicon.ico HTTP/1.1" 404 6537
INFO 2024-11-20 00:54:41,035 basehttp "GET /add/incoming/ HTTP/1.1" 200 7584
INFO 2024-11-20 00:54:41,068 basehttp "GET /static/css/bootstrap.rtl.css HTTP/1.1" 200 280259
INFO 2024-11-20 00:54:41,073 basehttp "GET /static/css/style.css HTTP/1.1" 200 13951
INFO 2024-11-20 00:54:41,084 basehttp "GET /static/img/internal-mail.png HTTP/1.1" 200 12268
INFO 2024-11-20 00:54:41,085 basehttp "GET /static/img/decrees.png HTTP/1.1" 200 15258
INFO 2024-11-20 00:54:41,085 basehttp "GET /static/img/outgoing-mail.png HTTP/1.1" 200 27599
INFO 2024-11-20 00:54:41,086 basehttp "GET /static/img/incoming-mail.png HTTP/1.1" 200 27510
INFO 2024-11-20 00:54:41,086 basehttp "GET /static/img/settings.png HTTP/1.1" 200 21053
INFO 2024-11-20 00:54:41,094 basehttp "GET /static/css/flatpickr.css HTTP/1.1" 200 20981
WARNING 2024-11-20 00:54:41,104 basehttp "GET /static/js/pdf.js HTTP/1.1" 404 1841
INFO 2024-11-20 00:54:41,105 basehttp "GET /static/js/details.js HTTP/1.1" 200 4345
INFO 2024-11-20 00:54:41,108 basehttp "GET /static/fonts/Shabwa.ttf HTTP/1.1" 200 51148
INFO 2024-11-20 00:54:41,108 basehttp "GET /static/js/flatpickr.js HTTP/1.1" 200 89905
INFO 2024-11-20 00:54:41,110 basehttp "GET /static/pdfjs/build/pdf.mjs HTTP/1.1" 200 628531
INFO 2024-11-20 00:54:41,110 basehttp "GET /static/js/bootstrap.bundle.js HTTP/1.1" 200 207819
INFO 2024-11-20 00:54:41,114 basehttp "GET /static/fonts/Shabwa-Bold.ttf HTTP/1.1" 200 49452
INFO 2024-11-20 00:54:41,114 basehttp "GET /static/fonts/Shabwa-Medium.ttf HTTP/1.1" 200 51776
WARNING 2024-11-20 00:54:41,183 log Not Found: /favicon.ico
WARNING 2024-11-20 00:54:41,187 basehttp "GET /favicon.ico HTTP/1.1" 404 6537
INFO 2024-11-20 00:54:41,188 basehttp "GET /add/incoming/ HTTP/1.1" 200 7584
INFO 2024-11-20 00:54:41,220 basehttp "GET /static/css/bootstrap.rtl.css HTTP/1.1" 200 280259
INFO 2024-11-20 00:54:41,232 basehttp "GET /static/css/style.css HTTP/1.1" 200 13951
INFO 2024-11-20 00:54:41,232 basehttp "GET /static/img/outgoing-mail.png HTTP/1.1" 200 27599
INFO 2024-11-20 00:54:41,233 basehttp "GET /static/img/decrees.png HTTP/1.1" 200 15258
INFO 2024-11-20 00:54:41,233 basehttp "GET /static/img/internal-mail.png HTTP/1.1" 200 12268
INFO 2024-11-20 00:54:41,237 basehttp "GET /static/img/incoming-mail.png HTTP/1.1" 200 27510
INFO 2024-11-20 00:54:41,239 basehttp "GET /static/img/settings.png HTTP/1.1" 200 21053
INFO 2024-11-20 00:54:41,239 basehttp "GET /static/css/flatpickr.css HTTP/1.1" 200 20981
INFO 2024-11-20 00:54:41,244 basehttp "GET /static/js/details.js HTTP/1.1" 200 4345
WARNING 2024-11-20 00:54:41,250 basehttp "GET /static/js/pdf.js HTTP/1.1" 404 1841
INFO 2024-11-20 00:54:41,252 basehttp "GET /static/js/flatpickr.js HTTP/1.1" 200 89905
INFO 2024-11-20 00:54:41,253 basehttp "GET /static/js/bootstrap.bundle.js HTTP/1.1" 200 207819
INFO 2024-11-20 00:54:41,255 basehttp "GET /static/pdfjs/build/pdf.mjs HTTP/1.1" 200 628531
INFO 2024-11-20 00:54:41,313 basehttp "GET /static/fonts/Shabwa-Medium.ttf HTTP/1.1" 200 51776
INFO 2024-11-20 00:54:41,313 basehttp "GET /static/fonts/Shabwa-Bold.ttf HTTP/1.1" 200 49452
INFO 2024-11-20 00:54:41,314 basehttp "GET /static/fonts/Shabwa.ttf HTTP/1.1" 200 51148
INFO 2024-11-20 00:54:41,355 basehttp "GET /add/incoming/ HTTP/1.1" 200 7584
INFO 2024-11-20 00:54:41,420 basehttp "GET /static/css/bootstrap.rtl.css HTTP/1.1" 200 280259
INFO 2024-11-20 00:54:41,422 basehttp "GET /static/css/style.css HTTP/1.1" 200 13951
INFO 2024-11-20 00:54:41,423 basehttp "GET /static/img/internal-mail.png HTTP/1.1" 200 12268
INFO 2024-11-20 00:54:41,423 basehttp "GET /static/img/outgoing-mail.png HTTP/1.1" 200 27599
INFO 2024-11-20 00:54:41,424 basehttp "GET /static/img/incoming-mail.png HTTP/1.1" 200 27510
INFO 2024-11-20 00:54:41,425 basehttp "GET /static/img/decrees.png HTTP/1.1" 200 15258
INFO 2024-11-20 00:54:41,427 basehttp "GET /static/img/settings.png HTTP/1.1" 200 21053
INFO 2024-11-20 00:54:41,442 basehttp "GET /static/css/flatpickr.css HTTP/1.1" 200 20981
WARNING 2024-11-20 00:54:41,442 basehttp "GET /static/js/pdf.js HTTP/1.1" 404 1841
INFO 2024-11-20 00:54:41,444 basehttp "GET /static/js/details.js HTTP/1.1" 200 4345
INFO 2024-11-20 00:54:41,445 basehttp "GET /static/js/flatpickr.js HTTP/1.1" 200 89905
INFO 2024-11-20 00:54:41,446 basehttp "GET /static/js/bootstrap.bundle.js HTTP/1.1" 200 207819
INFO 2024-11-20 00:54:41,447 basehttp "GET /static/pdfjs/build/pdf.mjs HTTP/1.1" 200 628531
INFO 2024-11-20 00:54:41,450 basehttp "GET /static/fonts/Shabwa.ttf HTTP/1.1" 200 51148
INFO 2024-11-20 00:54:41,454 basehttp "GET /static/fonts/Shabwa-Bold.ttf HTTP/1.1" 200 49452
INFO 2024-11-20 00:54:41,455 basehttp "GET /static/fonts/Shabwa-Medium.ttf HTTP/1.1" 200 51776
WARNING 2024-11-20 00:54:41,514 log Not Found: /favicon.ico
WARNING 2024-11-20 00:54:41,515 basehttp "GET /favicon.ico HTTP/1.1" 404 6537
INFO 2024-11-20 00:54:41,659 basehttp "GET /add/incoming/ HTTP/1.1" 200 7584
INFO 2024-11-20 00:54:41,700 basehttp "GET /static/css/style.css HTTP/1.1" 200 13951
INFO 2024-11-20 00:54:41,708 basehttp "GET /static/img/decrees.png HTTP/1.1" 200 15258
INFO 2024-11-20 00:54:41,709 basehttp "GET /static/img/internal-mail.png HTTP/1.1" 200 12268
INFO 2024-11-20 00:54:41,710 basehttp "GET /static/img/incoming-mail.png HTTP/1.1" 200 27510
INFO 2024-11-20 00:54:41,710 basehttp "GET /static/img/outgoing-mail.png HTTP/1.1" 200 27599
INFO 2024-11-20 00:54:41,713 basehttp "GET /static/css/bootstrap.rtl.css HTTP/1.1" 200 280259
INFO 2024-11-20 00:54:41,722 basehttp "GET /static/pdfjs/build/pdf.mjs HTTP/1.1" 200 628531
INFO 2024-11-20 00:54:41,722 basehttp "GET /static/img/settings.png HTTP/1.1" 200 21053
INFO 2024-11-20 00:54:41,724 basehttp "GET /static/js/details.js HTTP/1.1" 200 4345
INFO 2024-11-20 00:54:41,724 basehttp "GET /static/css/flatpickr.css HTTP/1.1" 200 20981
INFO 2024-11-20 00:54:41,725 basehttp "GET /static/js/flatpickr.js HTTP/1.1" 200 89905
INFO 2024-11-20 00:54:41,727 basehttp "GET /static/js/bootstrap.bundle.js HTTP/1.1" 200 207819
WARNING 2024-11-20 00:54:41,735 basehttp "GET /static/js/pdf.js HTTP/1.1" 404 1841
INFO 2024-11-20 00:54:41,745 basehttp "GET /static/fonts/Shabwa-Medium.ttf HTTP/1.1" 200 51776
INFO 2024-11-20 00:54:41,746 basehttp "GET /static/fonts/Shabwa.ttf HTTP/1.1" 200 51148
INFO 2024-11-20 00:54:41,747 basehttp "GET /static/fonts/Shabwa-Bold.ttf HTTP/1.1" 200 49452
WARNING 2024-11-20 00:54:41,807 log Not Found: /favicon.ico
WARNING 2024-11-20 00:54:41,807 basehttp "GET /favicon.ico HTTP/1.1" 404 6537
INFO 2024-11-20 00:55:14,708 basehttp "GET /outgoing_mail/ HTTP/1.1" 200 7768
