INFO 2024-11-15 23:09:04,630 autoreload Watching for file changes with StatReloader
DEBUG 2024-11-15 23:09:04,867 autoreload File D:\newP\mail\mailenv\Lib\site-packages\pdf2image\exceptions.py first seen with mtime 1731495385.9401014
DEBUG 2024-11-15 23:09:04,867 autoreload File D:\newP\mail\mailenv\Lib\site-packages\sqlparse\__init__.py first seen with mtime 1729539080.8011458
DEBUG 2024-11-15 23:09:04,867 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\threading.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,867 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\queue.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,867 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\email\_header_value_parser.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,867 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\random.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,867 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\contrib\admin\checks.py first seen with mtime 1729539083.1125834
DEBUG 2024-11-15 23:09:04,868 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\core\files\temp.py first seen with mtime 1729539089.4052815
DEBUG 2024-11-15 23:09:04,868 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\_compat_pickle.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,868 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\_weakrefset.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,868 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\multiprocessing\__init__.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,868 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\contrib\auth\password_validation.py first seen with mtime 1729539085.7866175
DEBUG 2024-11-15 23:09:04,868 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\lzma.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,868 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\_opcode_metadata.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,868 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\contrib\staticfiles\handlers.py first seen with mtime 1729539089.3604004
DEBUG 2024-11-15 23:09:04,869 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\numbers.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,869 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\http\__init__.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,869 autoreload File D:\newP\mail\mailenv\Lib\site-packages\sqlparse\exceptions.py first seen with mtime 1729539080.805124
DEBUG 2024-11-15 23:09:04,869 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\argparse.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,869 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\contrib\auth\admin.py first seen with mtime 1729539085.7586987
DEBUG 2024-11-15 23:09:04,869 autoreload File D:\newP\mail\mailenv\Lib\site-packages\sqlparse\filters\__init__.py first seen with mtime 1729539080.8250709
DEBUG 2024-11-15 23:09:04,869 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\db\migrations\migration.py first seen with mtime 1729539089.5279522
DEBUG 2024-11-15 23:09:04,869 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\utils\tree.py first seen with mtime 1729539089.7533486
DEBUG 2024-11-15 23:09:04,869 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\sysconfig\__init__.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,870 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\contrib\messages\__init__.py first seen with mtime 1729539088.3497894
DEBUG 2024-11-15 23:09:04,870 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\contrib\messages\constants.py first seen with mtime 1729539088.3517842
DEBUG 2024-11-15 23:09:04,870 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\urls\exceptions.py first seen with mtime 1729539089.7164485
DEBUG 2024-11-15 23:09:04,870 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\contrib\auth\backends.py first seen with mtime 1729539085.7666712
DEBUG 2024-11-15 23:09:04,870 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\concurrent\futures\thread.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,870 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\__future__.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,871 autoreload File D:\newP\mail\mailenv\Lib\site-packages\sqlparse\filters\others.py first seen with mtime 1729539080.829066
DEBUG 2024-11-15 23:09:04,871 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\ctypes\_endian.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,871 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\getpass.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,871 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\http\server.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,871 autoreload File D:\newP\mail\mailenv\Lib\site-packages\sqlparse\filters\aligned_indent.py first seen with mtime 1729539080.8270648
DEBUG 2024-11-15 23:09:04,871 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\db\migrations\state.py first seen with mtime 1729539089.5329382
DEBUG 2024-11-15 23:09:04,871 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\email\errors.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,872 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\inspect.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,872 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\contrib\staticfiles\finders.py first seen with mtime 1729539089.3584046
DEBUG 2024-11-15 23:09:04,872 autoreload File D:\newP\mail\mailenv\Lib\site-packages\PIL\_imaging.cp313-win_amd64.pyd first seen with mtime 1731495384.4546523
DEBUG 2024-11-15 23:09:04,872 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\asyncio\sslproto.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,872 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\contrib\messages\utils.py first seen with mtime 1729539088.3577728
DEBUG 2024-11-15 23:09:04,872 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\core\cache\backends\base.py first seen with mtime 1729539089.3823407
DEBUG 2024-11-15 23:09:04,872 autoreload File D:\newP\mail\mailenv\Lib\site-packages\sqlparse\engine\statement_splitter.py first seen with mtime 1729539080.8240728
DEBUG 2024-11-15 23:09:04,872 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\dis.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,873 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\contrib\admin\widgets.py first seen with mtime 1729539083.1504822
DEBUG 2024-11-15 23:09:04,873 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\json\encoder.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,873 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\db\backends\base\base.py first seen with mtime 1729539089.473101
DEBUG 2024-11-15 23:09:04,873 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\email\mime\text.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,873 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\core\serializers\json.py first seen with mtime 1729539089.4581385
DEBUG 2024-11-15 23:09:04,873 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\http\cookie.py first seen with mtime 1729539089.6715672
DEBUG 2024-11-15 23:09:04,873 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\templatetags\__init__.py first seen with mtime 1729539089.703482
DEBUG 2024-11-15 23:09:04,874 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\importlib\_abc.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,874 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\views\debug.py first seen with mtime 1729539089.7603288
DEBUG 2024-11-15 23:09:04,874 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\urllib\__init__.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,874 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\utils\dateparse.py first seen with mtime 1729539089.7304094
DEBUG 2024-11-15 23:09:04,874 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\core\files\storage\filesystem.py first seen with mtime 1729539089.4102747
DEBUG 2024-11-15 23:09:04,874 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\core\validators.py first seen with mtime 1729539089.376357
DEBUG 2024-11-15 23:09:04,874 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\DLLs\_socket.pyd first seen with mtime 1728289646.0
DEBUG 2024-11-15 23:09:04,874 autoreload File D:\newP\mail\mailenv\Lib\site-packages\PIL\TiffTags.py first seen with mtime 1731495384.4257312
DEBUG 2024-11-15 23:09:04,874 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\dispatch\dispatcher.py first seen with mtime 1729539089.5887916
DEBUG 2024-11-15 23:09:04,874 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\DLLs\_lzma.pyd first seen with mtime 1728289646.0
DEBUG 2024-11-15 23:09:04,874 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\http\__init__.py first seen with mtime 1729539089.6715672
DEBUG 2024-11-15 23:09:04,875 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\db\backends\base\features.py first seen with mtime 1729539089.4760907
DEBUG 2024-11-15 23:09:04,875 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\asyncio\trsock.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,875 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\db\models\functions\math.py first seen with mtime 1729539089.5738287
DEBUG 2024-11-15 23:09:04,875 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\tokenize.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,875 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\http\response.py first seen with mtime 1729539089.6735625
DEBUG 2024-11-15 23:09:04,875 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\template\loaders\__init__.py first seen with mtime 1729539089.698503
DEBUG 2024-11-15 23:09:04,875 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\reprlib.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,875 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\zoneinfo\__init__.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,875 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\utils\translation\trans_real.py first seen with mtime 1729539089.758335
DEBUG 2024-11-15 23:09:04,875 autoreload File D:\newP\mail\mail_archive\mail_archive\settings.py first seen with mtime 1731704943.3383036
DEBUG 2024-11-15 23:09:04,876 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\typing.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,876 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\selectors.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,876 autoreload File D:\newP\mail\mailenv\Lib\site-packages\sqlparse\filters\right_margin.py first seen with mtime 1729539080.8320553
DEBUG 2024-11-15 23:09:04,876 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\utils\timesince.py first seen with mtime 1729539089.7513547
DEBUG 2024-11-15 23:09:04,876 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\asyncio\subprocess.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,876 autoreload File D:\newP\mail\mail_archive\documents\models.py first seen with mtime 1731703540.9049692
DEBUG 2024-11-15 23:09:04,876 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\utils\module_loading.py first seen with mtime 1729539089.7473648
DEBUG 2024-11-15 23:09:04,876 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\db\models\fields\related_descriptors.py first seen with mtime 1729539089.569839
DEBUG 2024-11-15 23:09:04,876 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\contrib\sessions\backends\__init__.py first seen with mtime 1729539088.8288226
DEBUG 2024-11-15 23:09:04,876 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\core\files\storage\memory.py first seen with mtime 1729539089.413258
DEBUG 2024-11-15 23:09:04,877 autoreload File D:\newP\mail\mailenv\Lib\site-packages\asgiref\__init__.py first seen with mtime 1729539081.4570723
DEBUG 2024-11-15 23:09:04,877 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\views\i18n.py first seen with mtime 1729539089.7623246
DEBUG 2024-11-15 23:09:04,877 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\utils\autoreload.py first seen with mtime 1729539089.724426
DEBUG 2024-11-15 23:09:04,877 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\middleware\security.py first seen with mtime 1729539089.6805432
DEBUG 2024-11-15 23:09:04,877 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\contrib\contenttypes\models.py first seen with mtime 1729539086.2264397
DEBUG 2024-11-15 23:09:04,877 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\_compression.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,877 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\contrib\messages\api.py first seen with mtime 1729539088.3497894
DEBUG 2024-11-15 23:09:04,877 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\contrib\sites\__init__.py first seen with mtime 1729539089.1090786
DEBUG 2024-11-15 23:09:04,877 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\db\models\sql\where.py first seen with mtime 1729539089.5857973
DEBUG 2024-11-15 23:09:04,877 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\_colorize.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,877 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\db\backends\base\operations.py first seen with mtime 1729539089.478086
DEBUG 2024-11-15 23:09:04,878 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\contrib\admin\filters.py first seen with mtime 1729539083.1235528
DEBUG 2024-11-15 23:09:04,878 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\re\_constants.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,878 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\templatetags\static.py first seen with mtime 1729539089.705476
DEBUG 2024-11-15 23:09:04,878 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\pprint.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,878 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\views\decorators\debug.py first seen with mtime 1729539089.7673116
DEBUG 2024-11-15 23:09:04,878 autoreload File D:\newP\mail\mailenv\Lib\site-packages\PIL\_version.py first seen with mtime 1731495384.4965408
DEBUG 2024-11-15 23:09:04,878 autoreload File D:\newP\mail\mailenv\Lib\site-packages\asgiref\sync.py first seen with mtime 1729539081.4640546
DEBUG 2024-11-15 23:09:04,878 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\contrib\contenttypes\apps.py first seen with mtime 1729539086.216467
DEBUG 2024-11-15 23:09:04,878 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\utils\choices.py first seen with mtime 1729539089.7264197
DEBUG 2024-11-15 23:09:04,878 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\db\backends\base\validation.py first seen with mtime 1729539089.48008
DEBUG 2024-11-15 23:09:04,878 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\opcode.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,879 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\contrib\sessions\middleware.py first seen with mtime 1729539088.8268278
DEBUG 2024-11-15 23:09:04,879 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\core\cache\backends\locmem.py first seen with mtime 1729539089.3873277
DEBUG 2024-11-15 23:09:04,879 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\db\models\fields\related.py first seen with mtime 1729539089.566848
DEBUG 2024-11-15 23:09:04,879 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\apps\registry.py first seen with mtime 1729539081.89883
DEBUG 2024-11-15 23:09:04,879 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\db\backends\sqlite3\features.py first seen with mtime 1729539089.515984
DEBUG 2024-11-15 23:09:04,879 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\db\migrations\utils.py first seen with mtime 1729539089.5329382
DEBUG 2024-11-15 23:09:04,879 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\utils\termcolors.py first seen with mtime 1729539089.7503557
DEBUG 2024-11-15 23:09:04,879 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\json\decoder.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,879 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\db\models\enums.py first seen with mtime 1729539089.5508904
DEBUG 2024-11-15 23:09:04,879 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\utils\connection.py first seen with mtime 1729539089.7274177
DEBUG 2024-11-15 23:09:04,879 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\pathlib\__init__.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,880 autoreload File D:\newP\mail\mailenv\Lib\site-packages\sqlparse\lexer.py first seen with mtime 1729539080.8081174
DEBUG 2024-11-15 23:09:04,880 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\weakref.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,880 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\email\_parseaddr.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,880 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\contrib\auth\signals.py first seen with mtime 1729539085.7876136
DEBUG 2024-11-15 23:09:04,880 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\db\backends\sqlite3\creation.py first seen with mtime 1729539089.5149872
DEBUG 2024-11-15 23:09:04,880 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\keyword.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,880 autoreload File D:\newP\mail\mailenv\Lib\site-packages\PIL\_deprecate.py first seen with mtime 1731495384.4357047
DEBUG 2024-11-15 23:09:04,880 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\contrib\staticfiles\management\commands\__init__.py first seen with mtime 1729539089.3643901
DEBUG 2024-11-15 23:09:04,880 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\urls\__init__.py first seen with mtime 1729539089.7144527
DEBUG 2024-11-15 23:09:04,880 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\utils\dateformat.py first seen with mtime 1729539089.7294128
DEBUG 2024-11-15 23:09:04,880 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\email\contentmanager.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,881 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\db\backends\__init__.py first seen with mtime 1729539089.4681127
DEBUG 2024-11-15 23:09:04,881 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\copyreg.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,881 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\concurrent\__init__.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,881 autoreload File D:\newP\mail\mailenv\Lib\site-packages\asgiref\local.py first seen with mtime 1729539081.4610615
DEBUG 2024-11-15 23:09:04,881 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\asyncio\log.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,881 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\dataclasses.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,881 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\template\loaders\cached.py first seen with mtime 1729539089.700494
DEBUG 2024-11-15 23:09:04,881 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\core\files\uploadedfile.py first seen with mtime 1729539089.406278
DEBUG 2024-11-15 23:09:04,881 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\multiprocessing\reduction.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,882 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\tempfile.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,882 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\operator.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,882 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\utils\decorators.py first seen with mtime 1729539089.7324114
DEBUG 2024-11-15 23:09:04,882 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\utils\timezone.py first seen with mtime 1729539089.7523525
DEBUG 2024-11-15 23:09:04,882 autoreload File D:\newP\mail\mailenv\Lib\site-packages\sqlparse\filters\tokens.py first seen with mtime 1729539080.83305
DEBUG 2024-11-15 23:09:04,882 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\contrib\sessions\backends\base.py first seen with mtime 1729539088.830817
DEBUG 2024-11-15 23:09:04,882 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\template\defaulttags.py first seen with mtime 1729539089.686527
DEBUG 2024-11-15 23:09:04,882 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\core\files\base.py first seen with mtime 1729539089.4012923
DEBUG 2024-11-15 23:09:04,882 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\contrib\auth\base_user.py first seen with mtime 1729539085.7676764
DEBUG 2024-11-15 23:09:04,882 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\core\management\base.py first seen with mtime 1729539089.4302146
DEBUG 2024-11-15 23:09:04,883 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\urls\base.py first seen with mtime 1729539089.7144527
DEBUG 2024-11-15 23:09:04,883 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\email\encoders.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,883 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\contrib\auth\validators.py first seen with mtime 1729539085.7965903
DEBUG 2024-11-15 23:09:04,883 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\re\__init__.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,883 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\asyncio\base_subprocess.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,883 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\email\mime\message.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,883 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\DLLs\_sqlite3.pyd first seen with mtime 1728289646.0
DEBUG 2024-11-15 23:09:04,883 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\urllib\error.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,883 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\asyncio\windows_utils.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,884 autoreload File D:\newP\mail\mail_archive\manage.py first seen with mtime 1729537573.2760596
DEBUG 2024-11-15 23:09:04,884 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\wsgiref\handlers.py first seen with mtime 1728289608.0
DEBUG 2024-11-15 23:09:04,884 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\db\models\sql\__init__.py first seen with mtime 1729539089.5778177
DEBUG 2024-11-15 23:09:04,884 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\contrib\admin\sites.py first seen with mtime 1729539083.1474893
DEBUG 2024-11-15 23:09:04,884 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\core\exceptions.py first seen with mtime 1729539089.3723733
DEBUG 2024-11-15 23:09:04,884 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\contrib\admin\templatetags\__init__.py first seen with mtime 1729539084.9348955
DEBUG 2024-11-15 23:09:04,884 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\db\models\fields\mixins.py first seen with mtime 1729539089.5648525
DEBUG 2024-11-15 23:09:04,884 autoreload File D:\newP\mail\mailenv\Lib\site-packages\django\core\mail\utils.py first seen with mtime 1729539089.4222343
DEBUG 2024-11-15 23:09:04,884 autoreload File C:\Users\debes\AppData\Local\Programs\Python\Python313\Lib\traceback.py first seen with mtime 1728289608.0
